项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
设计,15557,我不介意荆棘,项目成功,3000.00,185704.00,1037,3,178.00,22,1,1919,2015/04/23,否,9,7,"淘宝-4.9,4.9,4.9"
设计,16565,“养”一头有故事的“牛”,项目成功,10000.00,51594.00,142,6,99.00,20,0,470,2015/05/01,是,50,7,"淘宝-,,"
设计,17629,日光宝盒——可折叠LED便携摄影棚,项目成功,50000.00,86544.00,417,5,168.00,7,0,738,2015/05/05,是,10,20,"淘宝-,,"
设计,13539,不好好做吊坠的项链不是好胸针,项目成功,20000.00,37442.00,81,7,248.00,16,0,315,2015/05/29,否,12,16,"淘宝-,,"
设计,13919,全世界第一款双向开合可擦写笔记本,项目成功,20000.00,86460.00,1021,0,0.00,20,5,1539,2015/04/21,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,16566,imbl衣物收纳袋——专注高品质旅行的收纳袋,项目成功,10000.00,27307.00,288,10,79.00,5,0,480,2015/04/29,否,50,30,"淘宝-,,"
设计,15139,《三川》多功能衣帽架,制作中,18400.00,22336.00,47,4,428.00,19,1,514,2015/04/21,否,10,25,"淘宝-4.9,4.9,4.9"
设计,14717,DENON日本天龙即热式水壶,项目成功,200000.00,301208.00,1511,7,30.00,14,0,1992,2015/04/21,否,82,30,"淘宝-,,"
设计,16118,独特设计 匠心之作——银零首饰工作室,项目成功,5000.00,62520.00,215,5,220.00,12,6,775,2015/04/25,否,17,20,"淘宝-,,"
设计,14960,DIY独家记忆原竹台灯,项目成功,10000.00,32136.00,184,1,88.00,2,0,809,2015/04/22,否,NOTFOUND,15,"淘宝-,,"
设计,13530,自然美物——植物标本时光记,项目成功,10000.00,19374.00,184,11,76.00,10,0,729,2015/05/08,否,101,10,"淘宝-,,"
设计,15645,随时享用健康水！Skori两用健康过滤水壶！,项目成功,10000.00,18866.00,93,4,158.00,16,4,679,2015/04/26,是,30,7,"淘宝-,,"
设计,14311,【匠心之作】一把超强防晒遮阳伞让你享受伞下的呵护,项目成功,50000.00,87563.00,582,10,19.90,28,0,954,2015/04/15,是,48,15,"淘宝-,,"
设计,14253,925纯银项链套装，手作饰品【限量发售】萌宠羊羊,项目成功,5000.00,34140.00,322,4,39.00,2,0,661,2015/05/15,否,115,15,"-,,"
设计,16686,西南交通大学纪念戒——交大纪念戒,项目成功,1000.00,4636.00,84,6,12.00,10,4,210,2015/05/20,否,29,7,"-,,"
设计,15149,纯手工技艺赋予独一无二的小羊，给你奢宠享受！,项目成功,1500.00,1665.00,39,9,20.00,16,2,296,2015/04/30,否,8,15,"淘宝-,,"
设计,13109,REVERSION-逆转者-THE WATCH,项目成功,5000.00,1159847.00,1253,15,520.00,68,10,3834,2015/05/15,是,20,30,"淘宝-,,"
设计,14497,一个大一男生的针线活,项目成功,5000.00,7377.00,32,0,0.00,3,0,410,2015/05/24,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,14521,《不一样的烟火》—2015春季WEIS烟火系列台灯,项目成功,10000.00,12093.00,87,9,25.00,14,0,440,2015/04/24,否,33,5,"淘宝-,,"
设计,15700,【全球首创无橡筋文胸】一群80后内衣设计师追梦之作,项目成功,10000.00,98750.00,723,7,10.00,13,5,1901,2015/04/22,否,51,1,"-,,"
设计,14143,手工定制浪漫 星月童话和田玉,项目成功,10000.00,158020.40,565,4,29.90,9,4,1349,2015/04/13,否,186,3,"淘宝-,,"
设计,13524,让蓝染的文化新生 fete蓝染染料及材料包,项目成功,10000.00,21758.00,143,6,89.00,5,1,457,2015/04/16,否,26,10,"淘宝-,,"
设计,13451,Coka Light.音乐吸顶灯 光与声的完美结合,项目成功,30000.00,75075.00,235,0,0.00,23,8,520,2015/04/11,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,14089,多功能防盗抢汽车安全扣,项目成功,20000.00,21048.00,150,5,20.00,20,0,283,2015/04/10,是,20,30,"淘宝-,,"
设计,15031,如玮原创设计[对话框]小挎包,项目成功,10000.00,11236.00,54,5,148.00,8,3,187,2015/04/21,否,10,1,"-,,"
设计,12974,出行革命-Rainwalker防水商务皮鞋,项目成功,30000.00,42414.00,86,4,199.00,15,5,510,2015/04/07,否,10,30,"淘宝-,,"
设计,14115,imbl旅行内衣包——最最贴心的私物收纳包！,项目成功,30000.00,61085.00,641,9,25.00,13,0,1239,2015/04/11,否,43,30,"淘宝-,,"
设计,12124,新派多功能牙刷消毒盒,项目成功,40000.00,43550.00,651,0,0.00,8,6,508,2015/04/05,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,12867,我是一款有生命的加湿器 能种植 能加湿 能装饰,项目成功,20000.00,20346.00,180,0,0.00,7,0,209,2015/04/12,否,NOTFOUND,NOTFOUND,"淘宝-,,"
