项目类型,项目编号,项目名称,项目回报总类,最低投资额,项目图片数量,发起人支持的项目数,发起人历史发起的项目
其他,4007,欧蒙尼便携式电动吸奶器,7,1,6,0,1
其他,4828,大美 · 吉“羊”纳福,5,1,3,7,1
其他,4101,全球首个众筹互联网专机,7,1,13,6,1
其他,4485,新年第一台胶囊空气治愈器,8,1,23,1,9
其他,3104,语兜儿童语音互动机器人,5,1,4,0,1
其他,3774,怡诺智能健康管理系统终端,5,1,9,0,2
其他,2672,汉神智能互动学字机,7,1,8,0,1
其他,3672,嘻哈熊 儿童智能陪伴玩具,7,1,6,0,1
其他,2678,饴贝婴幼儿智能看护宝,6,1,15,0,1
其他,3702,带你的创意上宇宙中心大屏幕,6,10,10,0,1
其他,3420,一席年会众筹计划,5,10,4,2,1
其他,2739,小S手把手教你变身任性女神,6,1,4,1,2
其他,2848,请支持车手韩岳的环球四百天,6,1,0,0,1
其他,3552,1元试用-秘密盒子,1,1,2,7,4
其他,3547,1元试用-Fineck,1,1,2,7,4
其他,3713,爱贝多卫星定位双向通话魔卡,6,1,5,0,1
其他,3743,1元试用-Niceone,1,1,2,7,4
其他,3427,MOYU智能洁面净水机,6,1,7,0,1
其他,2776,1元试用-SmartCare,1,1,2,7,4
其他,2802,未来你的茶，我们包了,7,1,18,4,1
其他,2168,凑份子筹房子天津专享折扣,3,5000,4,0,22
其他,2212,凑份子筹房子秦皇岛专享折扣,1,5000,8,0,22
其他,2267,凑份子筹房子其他专享折扣,3,5000,6,0,22
其他,2215,凑份子筹房子上海专享折扣,1,5000,8,0,22
其他,2218,凑份子筹房子武汉专享折扣,1,5000,8,0,22
其他,2216,凑份子筹房子大连专享折扣,4,5000,8,0,22
其他,1857,跟张震共进史上最惊吓晚餐,5,9,7,0,1
其他,2210,凑份子筹房子杭州专享折扣,3,5000,4,0,22
其他,1651,淘气熊智能奶瓶,9,1,19,0,1
其他,2266,凑份子筹房子抚顺专享折扣,1,5000,6,0,22
其他,2055,稚慧光儿童护眼投影学习机,7,1,6,2,2
其他,2166,凑份子筹房子北京专享折扣,4,5000,4,0,22
其他,1872,Hebe邀你重走热情之路,5,1,5,0,1
其他,2217,凑份子筹房子中山专享折扣,4,5000,8,0,22
其他,2494,比巴智能早教音响【爸爸版】,7,1,7,0,2
其他,1296,和女神来一场私密约会,4,58,3,0,3
其他,882,神秘水怪召唤事件,5,30,12,0,1
其他,784,开心熊宝智能音箱,5,359,8,0,2
其他,1556,坐豪车和女神一起去车展,6,45,3,0,1
其他,263,温宝宝儿童发烧智能解决方案,5,159,4,0,1
其他,1539," 众筹办一场高大上的论坛",3,200,9,0,1
其他,740,请逗bi的你和我们面对面,7,80,8,0,1
其他,1292,史上最惯着你的营养早餐,5,1,6,0,1
其他,1621,和江南愤青一起开茶馆,5,98,8,0,1
其他,2035,凑份子 得房子11元1.1折,,,31,0,22
其他,710,和3W一起造一座智能城池,5,29,7,0,1
